starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-07-11 00:15:00-07",2.5,62.83,12,1.92,65.46,13,0.17,71,6,
"2017-07-11 00:20:00-07",0.93,58.33,9,0.73,61.95,19,0,73.38,8,
"2017-07-11 00:25:00-07",3.36,51.73,15,0.71,70.13,15,0.43,69.83,12,
"2017-07-11 00:30:00-07",4,60.87,15,2.27,64.68,19,0,71.6,5,
"2017-07-11 00:35:00-07",1.57,65.89,9,0.29,71.5,12,0,69,1,
"2017-07-11 00:40:00-07",3.13,63,13,2,69.2,20,0,72,6,
"2017-07-11 00:45:00-07",3,55.85,20,0.93,69.76,17,0,79.5,4,
"2017-07-11 00:50:00-07",2.8,61.71,14,1,68.6,15,0.27,64,6,
"2017-07-11 00:55:00-07",1.29,59,5,0.14,66.44,9,0,71,4,
"2017-07-11 01:00:00-07",3.53,60.15,13,2.47,65.15,26,0.13,67.43,7,
"2017-07-11 01:05:00-07",3.79,61.57,14,0.07,72.3,10,0,71,1,
"2017-07-11 01:10:00-07",2.73,60.4,10,1.36,67.75,12,0,,0,
"2017-07-11 01:15:00-07",4.25,61.56,18,0.33,69.67,6,0,74.2,5,
"2017-07-11 01:20:00-07",1.93,62.38,13,1.33,66.92,13,0.13,68.22,9,
"2017-07-11 01:25:00-07",0.29,64.33,3,0.43,67.4,10,0,72,2,
"2017-07-11 01:30:00-07",1.82,61.17,6,0.27,62,2,0,,0,
"2017-07-11 01:35:00-07",1.83,62.78,9,0.75,68.4,10,0.08,73.5,4,
"2017-07-11 01:40:00-07",2.87,63,15,1.4,67.76,17,0.13,71.29,7,
"2017-07-11 01:45:00-07",3.29,58.75,20,0.57,68.08,13,0,70,4,
"2017-07-11 01:50:00-07",1.87,65.69,13,0,65.8,5,0,,0,
"2017-07-11 01:55:00-07",1.79,62.25,8,0.14,56.1,10,0.29,74.5,8,
"2017-07-11 02:00:00-07",0.73,63.17,6,0,67.25,4,0,76,1,
"2017-07-11 02:05:00-07",0.67,63,2,0.17,64,8,0.33,66,6,
"2017-07-11 02:10:00-07",3,60.27,15,1.67,68.62,13,0,68,2,
"2017-07-11 02:15:00-07",2.21,61.83,12,0.79,66.71,17,0.14,69,4,
"2017-07-11 02:20:00-07",1.27,62.86,7,0.13,72.2,10,0,,0,
"2017-07-11 02:25:00-07",2.14,60.2,10,0.71,66.2,10,0,71,2,
"2017-07-11 02:30:00-07",2.2,63.47,19,1,67.82,11,0,70.5,4,
"2017-07-11 02:35:00-07",1.57,63.94,18,2.36,63.67,15,0,,0,
"2017-07-11 02:40:00-07",3.33,60.95,22,0.47,67.6,10,0,65,4,
"2017-07-11 02:45:00-07",1.86,64.18,11,1,71.43,14,0,67,2,
"2017-07-11 02:50:00-07",1.2,65.78,9,0.8,69.5,8,0.13,74,7,
"2017-07-11 02:55:00-07",3.86,62.7,20,3.64,57.62,13,0.71,71.12,17,
"2017-07-11 03:00:00-07",1.53,64.5,16,0.73,67.14,14,0,71.5,4,
"2017-07-11 03:05:00-07",1,61.33,12,0.29,68.62,13,0.14,72.33,6,
"2017-07-11 03:10:00-07",4.13,60.36,22,0.4,72.23,13,0.13,72,4,
"2017-07-11 03:15:00-07",2.07,63.55,11,0.36,69.82,11,0,48,3,
"2017-07-11 03:20:00-07",4,57.35,26,2.53,67.28,25,0.13,70.69,13,
"2017-07-11 03:25:00-07",1.36,62.67,12,0.29,63.63,8,0.07,78,2,
"2017-07-11 03:30:00-07",0.8,68.76,17,0.13,54.89,9,0,74,3,
"2017-07-11 03:35:00-07",0.86,65.71,14,0.64,68.2,5,0,69,1,
"2017-07-11 03:40:00-07",2.93,67.74,19,1.13,67.27,15,1.4,70.91,23,
"2017-07-11 03:45:00-07",4,65.72,25,4.57,67.66,38,1,70,22,
"2017-07-11 03:50:00-07",2.47,66.22,27,0.93,70.46,13,0,76.67,3,
"2017-07-11 03:55:00-07",2,59.3,20,3.07,67.5,24,0.14,73.78,9,
"2017-07-11 04:00:00-07",3.18,63.15,26,0.55,71.08,13,0.27,78,8,
"2017-07-11 04:05:00-07",5.5,58.31,13,3,69.63,16,0,69,3,
"2017-07-11 04:10:00-07",5.13,63,24,2.73,70.38,26,0.13,73.2,10,
"2017-07-11 04:15:00-07",5.43,64.27,30,4.14,69.45,38,1.43,74.44,36,
"2017-07-11 04:20:00-07",5.07,62.17,36,4.4,73.36,56,0.93,73.29,24,
"2017-07-11 04:25:00-07",4.36,61.97,33,3.64,70.96,46,1.57,73.47,38,
"2017-07-11 04:30:00-07",5.2,64.48,31,3.93,70.55,62,1.87,75.56,41,
"2017-07-11 04:35:00-07",4.63,65,20,4.88,70.75,36,4.38,71.41,41,
"2017-07-11 04:40:00-07",5.9,64.49,39,7.4,72.91,44,1.1,75.24,25,
"2017-07-11 04:45:00-07",6,65.5,32,6.36,69.03,60,3.93,72.26,68,
"2017-07-11 04:50:00-07",5.44,67.17,24,6,70.18,49,2.33,75.46,26,
"2017-07-11 04:55:00-07",6.64,66.18,50,5.43,72.16,63,2.93,76.35,57,
"2017-07-11 05:00:00-07",4.33,65.76,21,4.89,72.06,35,3.67,73.35,40,
"2017-07-11 05:05:00-07",5,65.41,39,6.86,69.92,59,4.29,73.77,78,
"2017-07-11 05:10:00-07",5.45,61.19,27,5.91,71.13,52,5.36,75.19,72,
"2017-07-11 05:15:00-07",9,65.3,60,7.42,70.36,78,7.33,73.67,97,
"2017-07-11 05:20:00-07",9.93,64.43,80,10.8,69.82,105,8.93,73.29,157,
"2017-07-11 05:25:00-07",6.64,61.58,59,9,69.5,107,7.93,74.98,132,
"2017-07-11 05:30:00-07",5.07,66.04,51,8.93,70.19,116,9.07,73.48,148,
"2017-07-11 05:35:00-07",11.14,61.21,84,10,70.52,126,10,72.78,153,
"2017-07-11 05:40:00-07",10.07,64.02,97,11.8,65.57,127,13.6,70.09,222,
"2017-07-11 05:45:00-07",5.13,68.96,27,9.63,69.93,58,9.13,75.09,82,
"2017-07-11 05:50:00-07",10.45,66.29,69,9,70.34,88,12.18,72.27,150,
"2017-07-11 05:55:00-07",8.33,63.54,52,10.75,69.18,87,10.25,71.84,132,
"2017-07-11 06:00:00-07",13.33,62.35,114,12.2,67.67,144,11.2,71.98,186,
"2017-07-11 06:05:00-07",9.88,63.39,59,12.5,67.23,79,12.88,70,107,
"2017-07-11 06:10:00-07",13.11,60.09,66,12,63.39,83,12.33,65.1,107,
"2017-07-11 06:15:00-07",14.57,57.99,134,14.64,58.8,141,12.93,61.81,165,
"2017-07-11 06:20:00-07",16.47,55.66,147,15.2,58.27,164,12.13,60.93,166,
"2017-07-11 06:25:00-07",14.14,55.43,122,14.71,57.82,115,12.21,60.01,155,
"2017-07-11 06:30:00-07",16.78,53.73,99,17,57.22,110,13.78,59.34,112,
"2017-07-11 06:35:00-07",18.43,51.83,149,15.14,55.98,127,12.07,56.97,154,
"2017-07-11 06:40:00-07",31.07,29.02,116,25.27,33.44,134,23.2,33.5,147,
"2017-07-11 06:45:00-07",38,25.81,128,27.93,28.95,132,21.71,30.59,136,
"2017-07-11 06:50:00-07",29.8,31.01,139,22.33,35.88,136,17.4,39.38,150,
"2017-07-11 06:55:00-07",15.86,46.96,100,17.5,49.78,133,13.14,52.73,137,
"2017-07-11 07:00:00-07",15.82,51.45,88,18.45,51.32,103,15,52.74,130,
"2017-07-11 07:05:00-07",15,52.16,104,17,53.92,119,13.42,58.77,140,
"2017-07-11 07:10:00-07",9.93,62.1,105,13.2,64.59,129,9.87,69.41,164,
"2017-07-11 07:15:00-07",12.46,58.75,95,11.69,64.94,104,7.85,70.27,113,
"2017-07-11 07:20:00-07",10.33,59.6,108,10.87,65.94,121,9.33,70.59,152,
"2017-07-11 07:25:00-07",9.64,62.98,101,12.71,65.47,131,8.36,71.44,124,
"2017-07-11 07:30:00-07",8.73,61.38,89,8.07,66.19,108,9.6,71.22,148,
"2017-07-11 07:35:00-07",9.64,62.85,78,10.86,65.82,102,8.36,68.83,126,
"2017-07-11 07:40:00-07",12.27,61.65,125,13.33,63.23,131,10.13,69.25,164,
"2017-07-11 07:45:00-07",11.93,61.34,113,11,65.8,108,9.14,69.29,132,
"2017-07-11 07:50:00-07",9.13,59.15,88,9.6,65.33,109,9.67,71.1,155,
"2017-07-11 07:55:00-07",12.75,58.15,52,11.5,64.32,62,11.25,70.67,92,
"2017-07-11 08:00:00-07",8.6,63.06,67,10.8,68.22,121,8.27,71.71,137,
"2017-07-11 08:05:00-07",8.25,62.02,48,10.63,66.29,66,6.75,72.67,64,
"2017-07-11 08:10:00-07",10.73,58.75,102,9.33,65.02,109,6.27,70.55,107,
"2017-07-11 08:15:00-07",11.86,58.04,100,12.29,64.03,107,8.93,68.81,130,
"2017-07-11 08:20:00-07",10.89,55.36,61,11,64.31,78,9.89,66.76,89,
"2017-07-11 08:25:00-07",8.75,63.75,48,10.25,67.47,60,7.75,72.38,68,
"2017-07-11 08:30:00-07",10.6,59.3,87,11.53,64.62,122,9.67,69.84,155,
"2017-07-11 08:35:00-07",7.36,60.97,75,13.14,64.83,114,9.07,69.21,136,
"2017-07-11 08:40:00-07",11.2,58.88,114,10.93,64.99,121,9.8,69.77,157,
"2017-07-11 08:45:00-07",8.57,60.97,77,9.64,67.6,98,7.93,71.25,123,
"2017-07-11 08:50:00-07",13.67,59.55,116,12.07,65.6,121,8.6,68.33,135,
"2017-07-11 08:55:00-07",12.21,61.1,105,10.64,64.34,86,8.93,69.15,124,
"2017-07-11 09:00:00-07",8.83,65,37,10.33,68.95,40,8.67,73.24,54,
"2017-07-11 09:05:00-07",14.5,58.94,93,15,66.34,97,8.92,66.96,109,
"2017-07-11 09:10:00-07",9.73,61.03,66,10.09,67.51,82,6.64,71.08,74,
"2017-07-11 09:15:00-07",11.33,62.55,89,12.5,67.44,108,9.33,71.23,112,
"2017-07-11 09:20:00-07",10,60.11,91,11.33,67.15,109,8,70.59,126,
"2017-07-11 09:25:00-07",14.36,60.78,85,11.71,66.82,117,9.64,69.28,141,
"2017-07-11 09:30:00-07",11,58.38,105,12.67,64.54,112,7.8,67.86,132,
"2017-07-11 09:35:00-07",8.71,60.67,84,12.14,65.71,104,9.86,69,144,
"2017-07-11 09:40:00-07",12.13,58.97,108,12.93,63.5,112,10.13,67.84,156,
"2017-07-11 09:45:00-07",15,58.45,113,15.43,63.9,115,10.36,70.03,143,
"2017-07-11 09:50:00-07",12.6,58.87,103,12.27,64.83,115,9.6,69.45,147,
"2017-07-11 09:55:00-07",15.21,57.67,119,12.07,62.25,88,9.64,69.23,120,
"2017-07-11 10:00:00-07",9.47,63.64,77,13.07,67.49,119,8.13,69.23,122,
"2017-07-11 10:05:00-07",9.93,61.54,69,10.36,64.93,88,4.79,71.35,79,
"2017-07-11 10:10:00-07",11.27,59.76,90,12.4,66.32,130,8.67,69.81,134,
"2017-07-11 10:15:00-07",9.43,58.89,62,10.71,67.98,90,6.07,69.93,90,
"2017-07-11 10:20:00-07",15.47,57.92,117,13.27,65.52,133,8.53,67.84,135,
"2017-07-11 10:25:00-07",8.79,64.08,77,11.29,67.19,111,7.14,70.39,108,
"2017-07-11 10:30:00-07",9.89,58.96,52,9.89,65.56,75,7.67,69.74,78,
"2017-07-11 10:40:00-07",11.36,60.03,70,12,64.78,95,8.64,70,106,
"2017-07-11 10:45:00-07",12.75,60.49,82,11.75,65.42,109,9.25,69.1,121,
"2017-07-11 10:50:00-07",8.93,62.65,81,11,67,105,5.93,72.13,97,
"2017-07-11 10:55:00-07",11.21,60.18,95,10.79,66.22,93,6,72.8,93,
"2017-07-11 11:00:00-07",11.6,58.79,104,10.73,68.08,115,6.53,70.34,103,
"2017-07-11 11:05:00-07",10.21,57.33,84,11.79,65.09,102,5.29,69.86,80,
"2017-07-11 11:10:00-07",13.4,58.83,102,16,64.19,118,9.73,67.88,147,
"2017-07-11 11:15:00-07",11.64,61.1,92,16.36,65.24,123,11.21,69.17,158,
"2017-07-11 11:20:00-07",12.4,56.67,92,11.27,64.81,103,5.67,72.04,95,
"2017-07-11 11:25:00-07",11,54.69,52,18,62.76,82,10.75,66.17,82,
"2017-07-11 11:30:00-07",7.2,63.03,73,10.4,68.23,115,8.47,71.67,136,
"2017-07-11 11:35:00-07",12.64,57.47,93,11.07,66.63,92,9,66.93,121,
"2017-07-11 11:40:00-07",10.87,59.89,103,10.6,64.83,101,7.87,69.43,129,
"2017-07-11 11:45:00-07",12.29,58.21,84,11.71,62.66,100,8.71,66.78,110,
"2017-07-11 11:50:00-07",9.93,58.67,103,14.47,62.67,108,7.33,67.12,113,
"2017-07-11 11:55:00-07",11.5,59.48,46,11.5,62.92,52,4.75,69.6,40,
"2017-07-11 12:00:00-07",13.45,56.88,76,14.18,62.76,89,8.55,69.48,91,
"2017-07-11 12:05:00-07",8.67,64.53,30,8.83,65.63,35,7.33,68.67,49,
"2017-07-11 12:10:00-07",13,54.78,54,15,62.17,60,6.67,69.9,42,
"2017-07-11 12:15:00-07",8.92,60.56,71,9.83,67.83,77,4.83,71.86,65,
"2017-07-11 12:20:00-07",15.87,56.15,127,14.13,63.34,111,8.07,68.71,132,
"2017-07-11 12:25:00-07",17.93,46.64,111,17,52.33,89,12.21,57.61,135,
"2017-07-11 12:30:00-07",14.4,53.09,106,16.13,60.24,122,10.6,62.39,122,
"2017-07-11 12:35:00-07",12.36,58.08,98,16.57,64.59,133,8.64,70.68,137,
"2017-07-11 12:40:00-07",13.53,58.51,118,13,65.44,109,5,71.94,95,
"2017-07-11 12:45:00-07",12.29,54.7,88,12.43,63.85,101,7.93,66.14,114,
"2017-07-11 12:50:00-07",14.8,57.45,105,16.53,66.7,126,9.53,67.71,157,
"2017-07-11 12:55:00-07",12.5,58.4,103,11.93,66.03,119,6.79,69.09,103,
"2017-07-11 13:00:00-07",11.36,60.47,70,11.82,67.13,82,7,67.84,83,
"2017-07-11 13:05:00-07",11.33,57.31,85,11.25,63.97,86,8.75,68.82,107,
"2017-07-11 13:10:00-07",11.91,59.23,79,11.45,64.43,94,7.73,70.07,88,
"2017-07-11 13:15:00-07",11.13,60.18,55,11,64.06,48,6.75,69.15,55,
"2017-07-11 13:20:00-07",10.2,58.23,99,11.87,64.13,118,8.13,69.06,123,
"2017-07-11 13:25:00-07",11.36,57.85,82,14.07,64.56,114,7.14,70.22,107,
"2017-07-11 13:30:00-07",11.73,59.94,103,10.93,66.09,111,7.6,69.83,126,
"2017-07-11 13:35:00-07",13.86,56.33,107,12.57,62.57,127,7.93,67.52,114,
"2017-07-11 13:40:00-07",12.33,58.59,108,13,65.22,128,7.13,70.36,116,
"2017-07-11 13:45:00-07",12.79,57.15,123,13.79,63.83,124,9.36,68.53,136,
"2017-07-11 13:50:00-07",12.47,57.35,105,13.8,65.76,118,8.13,69.74,129,
"2017-07-11 13:55:00-07",11.29,60.43,77,11.64,64.74,116,9.14,69.16,129,
"2017-07-11 14:00:00-07",9.73,59.56,86,8.6,66.49,92,6.4,72.43,112,
"2017-07-11 14:05:00-07",11.5,59.5,96,12,65.09,101,5.29,70.95,82,
"2017-07-11 14:10:00-07",12.78,60.78,51,9.44,67.61,54,6.67,71.97,66,
"2017-07-11 14:15:00-07",13.86,59.84,116,13.93,64.82,123,9.71,68.73,146,
"2017-07-11 14:20:00-07",10.13,62.23,95,9.67,67.43,90,10.53,70.65,163,
"2017-07-11 14:25:00-07",13.07,59.5,98,13.14,65.44,103,7.36,70.82,112,
"2017-07-11 14:30:00-07",8.6,63.5,64,11.9,67.08,88,9.1,71.22,93,
"2017-07-11 14:35:00-07",15,59.19,122,11.86,63.73,100,9.21,65.07,117,
"2017-07-11 14:40:00-07",10.8,60.57,106,12.2,66.95,126,7.8,71.03,124,
"2017-07-11 14:45:00-07",11.29,60.7,92,11.07,66.1,98,8.07,72,118,
"2017-07-11 14:50:00-07",12.2,60.84,114,12.07,66.17,128,9.2,70.74,151,
"2017-07-11 14:55:00-07",9.79,60.58,62,11.21,66.36,106,8.07,71.32,125,
"2017-07-11 15:00:00-07",7.47,60.3,70,10.4,66.65,97,7,70.46,113,
"2017-07-11 15:05:00-07",12.64,61.13,99,10.29,66.89,91,7.14,70.65,110,
"2017-07-11 15:10:00-07",11.9,60.16,63,12.8,64.18,78,8,68.05,80,
"2017-07-11 15:15:00-07",10.43,62.56,102,13.57,65.39,133,6.57,70.15,106,
"2017-07-11 15:20:00-07",10.07,58.62,93,10.93,65.43,114,7.07,66.99,108,
"2017-07-11 15:25:00-07",10.86,60.18,94,10.14,66.09,105,7.64,70.46,114,
"2017-07-11 15:30:00-07",11,61.6,90,8.87,67.47,114,7.47,70.2,122,
"2017-07-11 15:35:00-07",9.57,60.46,92,15,64.7,124,7.79,68.18,119,
"2017-07-11 15:40:00-07",10,58.14,57,11.56,65.52,75,9,68.26,86,
"2017-07-11 15:45:00-07",8.43,60.63,60,10.64,65.53,87,6.29,69.3,94,
"2017-07-11 15:50:00-07",10.67,59.86,87,8.47,66.62,105,6.2,72.09,111,
"2017-07-11 15:55:00-07",9.86,61.57,74,7.57,66.46,78,6.57,70.16,100,
"2017-07-11 16:00:00-07",10.55,56.81,72,12.55,66.63,87,7.82,72.4,96,
"2017-07-11 16:05:00-07",11.67,60.32,79,8.5,65.66,74,7.42,69.81,97,
"2017-07-11 16:10:00-07",8,59.65,46,9.45,66.67,75,6.91,72.09,85,
"2017-07-11 16:15:00-07",7.92,62.23,61,8.25,71.27,82,7.17,73.21,94,
"2017-07-11 16:20:00-07",10.1,62.17,59,11.9,66.24,82,7.6,69.59,81,
"2017-07-11 16:25:00-07",10,61.1,89,10.07,68.2,97,6.71,72.83,98,
"2017-07-11 16:30:00-07",6.93,63.84,74,8.87,68.49,103,4.27,73.41,81,
"2017-07-11 16:35:00-07",6.86,64.92,74,9.14,68.49,118,7.5,74.08,121,
"2017-07-11 16:40:00-07",6.27,62.96,70,9.8,69.07,122,6.13,71.83,102,
"2017-07-11 16:45:00-07",9,63.04,82,10.14,68.34,98,7.93,71.84,129,
"2017-07-11 16:50:00-07",11,60.22,106,10.67,67.68,114,9.8,71.83,152,
"2017-07-11 16:55:00-07",9.71,61.31,77,9.21,68.22,99,5.93,70.02,93,
"2017-07-11 17:00:00-07",9.33,63.66,94,10.13,69.25,119,8.07,70.76,127,
"2017-07-11 17:05:00-07",8.36,62.35,63,7.14,73.06,89,6.71,71.75,110,
"2017-07-11 17:10:00-07",6.4,66.27,66,7.13,69.5,92,4.8,73.61,87,
"2017-07-11 17:15:00-07",9.29,61.74,84,8.14,68.17,94,8,73.24,118,
"2017-07-11 17:20:00-07",7.87,64.04,77,7.93,69.26,93,8.13,72.1,131,
"2017-07-11 17:25:00-07",6,61.05,58,5.79,70.77,78,5.43,73.93,88,
"2017-07-11 17:30:00-07",8.56,64.68,53,6,72.36,44,6.33,71.9,68,
"2017-07-11 17:35:00-07",7.57,62.68,74,8.93,66.77,84,5.86,72.3,96,
"2017-07-11 17:40:00-07",8.47,63.81,84,9.33,67.83,103,7.53,71.48,126,
"2017-07-11 17:45:00-07",7.29,62.47,72,5.29,70.42,65,4.71,73.58,80,
"2017-07-11 17:50:00-07",9.8,64.64,90,9.33,68.14,100,8,71.32,136,
"2017-07-11 17:55:00-07",9.79,60.64,78,10.21,68.03,107,9.43,72.15,146,
"2017-07-11 18:00:00-07",8.82,65.47,57,4.91,69.42,57,3.73,73.37,54,
"2017-07-11 18:05:00-07",7.42,62.64,58,8.67,66.21,77,6.42,72.25,81,
"2017-07-11 18:10:00-07",8.55,62.13,55,6.91,71.35,74,7,73.57,89,
"2017-07-11 18:15:00-07",10.67,61,58,9.08,67.59,76,6,73.94,79,
"2017-07-11 18:20:00-07",8.6,62.7,69,11.6,69.53,127,8.33,69.85,136,
"2017-07-11 18:25:00-07",7.43,65.39,69,9.07,71.26,106,5,73.28,87,
"2017-07-11 18:30:00-07",5.6,64.98,57,10.4,68.58,101,5.47,72.18,102,
"2017-07-11 18:35:00-07",12.71,62.99,91,7.14,69.2,76,6,72.93,94,
"2017-07-11 18:40:00-07",7,65.81,74,8.27,68.29,83,4.4,73.54,82,
"2017-07-11 18:45:00-07",11.07,59.29,68,10.07,68.98,89,6.21,71.71,102,
"2017-07-11 18:50:00-07",7.87,64.59,68,6.27,73.26,86,3.73,71.53,68,
"2017-07-11 18:55:00-07",8.86,63.62,68,7.43,69.64,78,5.57,72.87,90,
"2017-07-11 19:00:00-07",8.6,62.78,81,10.13,69.34,95,5.47,74.29,93,
"2017-07-11 19:05:00-07",7.43,62.79,68,9.43,66.84,86,5.07,73.11,87,
"2017-07-11 19:10:00-07",8.82,61.36,56,6.91,68.11,56,3.09,72.69,45,
"2017-07-11 19:15:00-07",6.83,62.13,48,9.67,68.03,64,4.83,73.26,70,
"2017-07-11 19:20:00-07",10.8,62.63,78,8.07,65.74,72,2.07,73.43,44,
"2017-07-11 19:25:00-07",8.57,63.54,71,5.71,69.46,76,4.36,72.46,67,
"2017-07-11 19:30:00-07",6.53,65.31,64,8.73,71.78,82,4.87,72.61,82,
"2017-07-11 19:35:00-07",8.43,61.49,59,9.14,67.73,90,4.71,70.99,75,
"2017-07-11 19:40:00-07",5.47,62.76,59,5.73,68.28,78,4.13,73.03,76,
"2017-07-11 19:45:00-07",6.5,62.6,55,7.57,67.63,70,5.14,71.29,77,
"2017-07-11 19:50:00-07",6.33,63.32,56,7.8,69.1,82,4.33,76.77,77,
"2017-07-11 19:55:00-07",10.07,60.71,68,6.71,69.67,66,2.21,71.82,45,
"2017-07-11 20:00:00-07",5.07,65.86,56,5.73,72.78,83,2.73,72.22,51,
"2017-07-11 20:05:00-07",9.36,63.44,52,5.5,67.1,61,2.64,74.51,49,
"2017-07-11 20:10:00-07",5.64,67.18,38,5.82,69.83,48,2.73,73.59,37,
"2017-07-11 20:15:00-07",8.92,60.51,47,7.5,66.69,58,4.25,73.32,65,
"2017-07-11 20:20:00-07",5.93,63.58,59,4.67,69.93,67,3.67,76.22,65,
"2017-07-11 20:25:00-07",6.57,59.73,44,8.86,66.97,72,4.29,73.46,74,
"2017-07-11 20:30:00-07",11.13,61.51,72,9,67.91,78,3.67,70.86,65,
"2017-07-11 20:35:00-07",7.21,61.84,55,8.5,68.39,90,4.93,68.5,76,
"2017-07-11 20:40:00-07",6,67.31,39,10.67,59.88,48,3.33,71.64,36,
"2017-07-11 20:45:00-07",8.5,62.9,61,5.5,66.98,59,4.57,70.06,70,
"2017-07-11 20:50:00-07",5.53,64.19,43,6.27,66.72,61,3.8,70.85,66,
"2017-07-11 20:55:00-07",7.21,61.49,55,7.5,68.42,78,4.93,70.47,79,
"2017-07-11 21:00:00-07",3.78,63.33,24,3.33,69.13,31,3.89,71.83,41,
"2017-07-11 21:05:00-07",5.57,62.92,38,7.43,68.56,64,2.57,71.45,47,
"2017-07-11 21:10:00-07",5.67,62.52,46,5.67,66.85,40,3.33,71.92,37,
"2017-07-11 21:15:00-07",5.43,64.64,42,1.64,69.91,34,0.93,73,21,
"2017-07-11 21:20:00-07",5,60.57,37,6.07,67.82,61,1.27,72.04,28,
"2017-07-11 21:25:00-07",4.14,61.7,43,5.21,66.2,51,1.71,69.34,29,
"2017-07-11 21:30:00-07",4.53,64,48,6.67,68.34,70,1.33,69.24,33,
"2017-07-11 21:35:00-07",7.64,63.28,47,5.57,64.69,61,2.64,63.73,40,
"2017-07-11 21:40:00-07",4.27,63.55,42,3.13,69.38,47,1.07,72.78,27,
"2017-07-11 21:45:00-07",5.21,60.34,47,4.57,67.31,55,2.21,69.15,41,
"2017-07-11 21:50:00-07",6.91,63.31,36,5.36,67.79,39,0.82,72.78,18,
"2017-07-11 21:55:00-07",4.25,57.65,31,3.25,66.59,41,1.67,71.78,32,
"2017-07-11 22:00:00-07",6.67,61.04,49,2.6,67.11,45,2.07,71.35,40,
"2017-07-11 22:05:00-07",5.21,63.17,36,3.5,66.13,39,0.57,72.23,22,
"2017-07-11 22:10:00-07",8.64,60.25,40,2.45,70.41,17,2.36,71.76,33,
"2017-07-11 22:15:00-07",5.25,66.56,25,4.75,68.5,24,2.25,66.45,22,
"2017-07-11 22:20:00-07",3.4,62.59,27,4.33,68.52,46,1.4,72.84,25,
"2017-07-11 22:25:00-07",2.21,64.16,25,2.21,66.15,34,0.86,71.92,24,
"2017-07-11 22:30:00-07",2.4,62.78,27,3.2,68,38,0.4,69.47,17,
"2017-07-11 22:35:00-07",4.5,64.41,27,3.36,70.85,41,1,70.91,23,
"2017-07-11 22:40:00-07",5.4,62,35,1.93,65.29,17,1.67,71,28,
"2017-07-11 22:45:00-07",2.88,58.43,14,4.88,67.5,26,0.88,70.17,12,
"2017-07-11 22:50:00-07",3.27,64.32,28,3.8,66.85,40,0.73,70.73,22,
"2017-07-11 22:55:00-07",2.71,60.88,32,3.14,66,41,1.86,71.42,33,
"2017-07-11 23:00:00-07",4.67,64.53,32,2.8,69.62,39,2.2,72.89,44,
"2017-07-11 23:05:00-07",6.38,60.44,18,4.13,68.41,22,0.5,73,10,
"2017-07-11 23:10:00-07",6,62.11,18,4.36,67,27,0.91,73.94,17,
"2017-07-11 23:15:00-07",4.33,65.89,18,2.92,68.31,26,1.42,76.61,23,
"2017-07-11 23:20:00-07",3.33,65.71,21,2.4,70.26,31,0.8,74.73,22,
"2017-07-11 23:25:00-07",4.14,62.79,19,2.86,68.92,37,0.14,71.85,13,
"2017-07-11 23:30:00-07",2.44,63.69,13,3.56,67.96,27,0.67,74,14,
"2017-07-11 23:35:00-07",3.57,64.19,16,3.57,70.56,39,1,66,20,
"2017-07-11 23:40:00-07",5.67,58.52,31,2.47,67.23,31,0.8,70.5,20,
"2017-07-11 23:45:00-07",5.79,62.47,30,4.5,65.21,33,1.57,74.19,32,
"2017-07-11 23:50:00-07",3.73,64.22,27,5.07,68.17,30,0.4,71.82,11,
"2017-07-11 23:55:00-07",5.71,61.17,24,1.86,64.81,21,0.71,69.8,15,
"2017-07-12 00:00:00-07",3.47,63.76,21,3.2,66.36,28,0.27,63.33,15,
"2017-07-12 00:05:00-07",5.38,61.08,25,2.77,69.2,20,0.31,73.22,9,
"2017-07-12 00:10:00-07",4,58.56,25,0.93,70.57,21,0,72.5,4,
"2017-07-12 00:15:00-07",4.63,63.85,13,3.63,66.43,14,0,69.5,4,
"2017-07-12 00:20:00-07",3.53,61.17,18,3.8,65.28,36,0.4,70.56,9,
"2017-07-12 00:25:00-07",2.21,65.08,13,0.43,67.82,11,0.07,74.2,5,
"2017-07-12 00:30:00-07",2.53,52.12,17,1.53,69.13,15,0,75.55,11,
"2017-07-12 00:35:00-07",3.29,57.44,16,2.43,68.41,17,0.14,72.82,11,
"2017-07-12 00:40:00-07",6.8,61.81,26,1.07,70.7,20,0.07,71.83,6,
"2017-07-12 00:45:00-07",1.71,62.5,8,0.5,72,15,0,71.25,4,
"2017-07-12 00:50:00-07",4.4,62,16,0.87,70.13,15,0,70.4,5,
"2017-07-12 00:55:00-07",3.71,61.14,14,0.71,66.17,12,0,70,2,
"2017-07-12 01:00:00-07",3.47,60.5,12,1.07,66.85,13,0,,0,
"2017-07-12 01:05:00-07",1.93,64.63,16,0.86,68.71,14,0,72.67,3,
"2017-07-12 01:10:00-07",2.87,59.08,13,0.73,65.91,11,0.13,72.5,8,
"2017-07-12 01:15:00-07",3,60.4,10,2.88,67.92,13,0.25,67,4,
"2017-07-12 01:20:00-07",0.8,64.33,3,0.4,67.33,3,0,,0,
"2017-07-12 01:25:00-07",2,64.75,8,0.86,63.33,6,0,,0,
"2017-07-12 01:30:00-07",1.2,65,14,0,70,4,0,,0,
"2017-07-12 01:35:00-07",7.07,60.86,28,1.79,68.36,14,0.14,72.78,9,
