starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol
"2017-07-11 01:40:00-07",0,68,7,0.67,66.06,16,1.6,60.4,10
"2017-07-11 01:45:00-07",0,70.5,4,2.86,63.29,14,2.79,60,12
"2017-07-11 01:50:00-07",0.13,67,4,1.27,66.25,16,2.07,58.75,8
"2017-07-11 01:55:00-07",0,66,4,1.36,64.33,12,2.43,60.83,12
"2017-07-11 02:00:00-07",0,66.2,5,1.27,68.09,11,4.91,61.71,14
"2017-07-11 02:05:00-07",0,60.5,4,0.67,66.29,14,2.5,61,8
"2017-07-11 02:10:00-07",0,61,4,0.6,65.5,8,3.53,63.33,18
"2017-07-11 02:15:00-07",0.07,70,7,0.29,65.38,8,2.79,61.38,16
"2017-07-11 02:20:00-07",0,63.5,4,1.2,58.67,6,1.93,58,12
"2017-07-11 02:25:00-07",0.14,68.82,11,3.36,63.17,24,2.57,59.5,24
"2017-07-11 02:30:00-07",0,65.5,6,2.07,55.93,15,2.4,60.6,10
"2017-07-11 02:35:00-07",0.14,64.33,6,3.64,63.46,26,1.43,59.67,9
"2017-07-11 02:40:00-07",0,67,2,4.27,64,23,2.47,57.59,17
"2017-07-11 02:45:00-07",0.36,68.36,11,1.71,66.5,22,0.79,65,10
"2017-07-11 02:50:00-07",0.53,68,14,2,61.14,14,0.27,62,7
"2017-07-11 02:55:00-07",0,,0,0,72,2,0,,0
"2017-07-11 03:00:00-07",5.93,24,26,17.47,17.96,24,28.47,11.68,31
"2017-07-11 03:05:00-07",0.14,63.57,7,3.43,60.25,16,2.36,61.11,9
"2017-07-11 03:10:00-07",0.2,60.8,5,0.53,66.88,8,0.67,64,7
"2017-07-11 03:15:00-07",0,66.33,3,0.29,63.27,11,2.07,54.31,13
"2017-07-11 03:20:00-07",0.07,64.83,6,2.13,60.75,16,1.47,64.86,14
"2017-07-11 03:25:00-07",0,64,2,0.64,68.08,13,2.57,63.94,16
"2017-07-11 03:30:00-07",0.13,68.8,5,0.53,67.25,8,4.07,61.04,23
"2017-07-11 03:35:00-07",0.07,51.75,8,1.21,68.83,12,2.36,60.47,15
"2017-07-11 03:40:00-07",0,74,1,0.2,68.9,10,2.87,60.31,13
"2017-07-11 03:45:00-07",0.14,67.33,3,1.64,65.85,13,1.07,54,3
"2017-07-11 03:50:00-07",0.13,65.67,6,0.87,67.11,18,5.87,55.38,29
"2017-07-11 03:55:00-07",0.14,64.67,6,1.93,64.67,18,1.71,63.76,17
"2017-07-11 04:00:00-07",0.09,67.67,6,1.82,68.17,12,3.36,38.91,11
"2017-07-11 04:05:00-07",0,,0,4.83,63.45,11,3.83,63.5,6
"2017-07-11 04:10:00-07",0,72.5,4,1.33,63.57,14,2.33,63.54,13
"2017-07-11 04:15:00-07",0.07,70.44,9,2,57.11,18,4.14,60.9,21
"2017-07-11 04:20:00-07",0.27,70.67,12,1.13,65.69,13,2.33,45.42,12
"2017-07-11 04:25:00-07",0.43,67.25,12,6.71,61.26,35,2.71,55,19
"2017-07-11 04:30:00-07",0,73,7,1.07,68.29,14,3.87,60.83,24
"2017-07-11 04:35:00-07",1.13,71.69,16,2.13,72.71,14,3,63.73,11
"2017-07-11 04:40:00-07",0,44.67,3,0.4,67.33,9,6,61.42,19
"2017-07-11 04:45:00-07",0.14,71.29,7,1.5,69.74,23,4.86,61.93,28
"2017-07-11 04:50:00-07",0.22,76,4,1.78,66.29,14,5,63.67,18
"2017-07-11 04:55:00-07",0.43,67.94,18,3.5,63.84,32,3.93,60.67,18
"2017-07-11 05:00:00-07",0,33.5,4,2.11,60.44,18,3.11,64.65,17
"2017-07-11 05:05:00-07",0.29,67.29,7,3.36,69.6,35,5.86,64.7,27
"2017-07-11 05:10:00-07",0.91,71.4,20,1.45,69.59,22,5.18,64.3,23
"2017-07-11 05:15:00-07",1.42,68.44,27,3.17,67.81,32,9.17,57.26,35
"2017-07-11 05:20:00-07",1.13,69.86,28,4.93,67.34,50,7.2,61.53,34
"2017-07-11 05:25:00-07",0.71,68.89,19,2.43,70.3,40,7.86,60.3,47
"2017-07-11 05:30:00-07",0.53,70.69,26,1.8,71.52,42,6.13,64.33,40
"2017-07-11 05:35:00-07",2.64,68.96,47,4.93,68.72,57,6.86,66.65,52
"2017-07-11 05:40:00-07",3.27,71.75,63,5.33,70.68,68,6.53,67.51,41
"2017-07-11 05:45:00-07",1.75,69.5,24,7.13,69.61,41,3.38,64.11,19
"2017-07-11 05:50:00-07",0.64,73.05,19,4.36,69.11,47,5.27,65.44,36
"2017-07-11 05:55:00-07",2,69.87,31,4.33,68.89,37,6.75,61.93,41
"2017-07-11 06:00:00-07",2.27,70.55,49,5.73,67.88,74,5.87,62.63,43
"2017-07-11 06:05:00-07",2.63,70.43,30,6.25,67.63,32,8.25,63.11,36
"2017-07-11 06:10:00-07",3,70.37,38,5.56,68.32,41,7.56,62.31,26
"2017-07-11 06:15:00-07",2.71,70.27,55,6.36,68.13,71,5.57,61.25,48
"2017-07-11 06:20:00-07",4.07,68.71,72,6.73,66.81,75,9.13,61.37,73
"2017-07-11 06:25:00-07",4.36,68.79,75,5.29,68.65,69,5.36,66.53,70
"2017-07-11 06:30:00-07",5.89,68.92,60,7.33,66.55,53,5.44,63.76,42
"2017-07-11 06:35:00-07",5.93,68.63,105,6.64,66.87,71,8.71,62.19,77
"2017-07-11 06:40:00-07",5.6,68.69,97,6.33,67.4,93,8.53,62.79,84
"2017-07-11 06:45:00-07",5.07,67.08,80,9.21,65.39,88,8.43,60.32,69
"2017-07-11 06:50:00-07",5.8,68.77,96,7.73,66.41,100,7.2,60.47,83
"2017-07-11 06:55:00-07",4.64,70.44,82,8.07,66.95,74,8.29,63.77,77
"2017-07-11 07:00:00-07",4.82,69.61,66,10.09,68.23,70,6.73,63.51,49
"2017-07-11 07:05:00-07",4.92,69.69,75,6.5,67.97,73,8.42,63.46,61
"2017-07-11 07:10:00-07",8.33,67.35,133,10.07,65.46,116,15.13,60.2,110
"2017-07-11 07:15:00-07",9.31,66.22,144,11.54,64.77,83,10.69,61.15,81
"2017-07-11 07:20:00-07",6.27,68.18,110,7.2,66.82,85,8.13,61.56,93
"2017-07-11 07:25:00-07",8.36,66.58,130,7.57,67.29,96,7.86,61.75,72
"2017-07-11 07:30:00-07",5.67,69.85,100,6.47,68.44,84,9.2,58.88,86
"2017-07-11 07:35:00-07",7,67.48,120,7.07,66.61,80,8.79,61.83,87
"2017-07-11 07:40:00-07",4.6,70.86,91,6.67,70.52,104,11.53,62.81,109
"2017-07-11 07:45:00-07",5.36,69,86,6.29,67.28,61,8,61.01,77
"2017-07-11 07:50:00-07",3.93,70.28,83,6.93,68.06,85,5.6,65.07,67
"2017-07-11 07:55:00-07",6.25,69.52,62,8.5,67.08,52,6.25,63.42,38
"2017-07-11 08:00:00-07",3.67,68.15,79,7.13,66.12,82,7.47,61.08,75
"2017-07-11 08:05:00-07",2.88,69.74,35,5.25,67.91,45,8.13,60.15,41
"2017-07-11 08:10:00-07",5,67.64,94,7.4,67.94,98,8.93,61.63,86
"2017-07-11 08:15:00-07",7,67.17,99,9.64,63.85,96,5.21,58.36,59
"2017-07-11 08:20:00-07",4.22,67.66,47,5.44,70.85,52,7.44,65.23,47
"2017-07-11 08:25:00-07",4.5,68.1,42,7,65.2,40,12.5,61.75,48
"2017-07-11 08:30:00-07",5.07,68.31,95,8.53,66.23,86,6,63.01,73
"2017-07-11 08:35:00-07",3.86,69.61,72,7.36,66.94,77,8.29,64.29,62
"2017-07-11 08:40:00-07",4.27,68.08,76,7.33,65.98,81,9.07,63.32,88
"2017-07-11 08:45:00-07",4.93,68.25,83,8.5,65.05,84,9.43,59.86,83
"2017-07-11 08:50:00-07",5.33,69.18,95,8.73,66.75,77,8.67,61.25,75
"2017-07-11 08:55:00-07",5.79,68.65,88,7,65.76,70,12,58.53,86
"2017-07-11 09:00:00-07",6.5,68,45,6.83,66.09,35,9.33,59.53,30
"2017-07-11 09:05:00-07",6,68.01,81,7.17,64.27,51,10.33,60.63,65
"2017-07-11 09:10:00-07",5.82,66.85,73,8.18,67.71,69,6.73,60.29,42
"2017-07-11 09:15:00-07",5.92,65.92,74,8.17,65.97,58,10.08,60.44,64
"2017-07-11 09:20:00-07",4.53,66.96,85,7.8,65.58,81,11.2,60.38,91
"2017-07-11 09:25:00-07",5.57,67.02,82,9.07,64.73,88,8.43,57.06,62
"2017-07-11 09:30:00-07",5.8,67.45,105,8.07,65.76,90,4.8,64.08,61
"2017-07-11 09:35:00-07",6.43,65.12,98,10.29,63.96,94,11.43,58.4,84
"2017-07-11 09:40:00-07",6.73,67.27,112,11.87,63.16,83,9.67,59.95,77
"2017-07-11 09:45:00-07",5.43,67.11,91,9.93,65.28,83,10,61.28,94
"2017-07-11 09:50:00-07",6.2,66.21,106,8.6,65.71,85,12.4,58.84,86
"2017-07-11 09:55:00-07",7.93,66.77,123,10.07,65.44,108,11.21,59.63,86
"2017-07-11 10:00:00-07",6.73,66.24,110,10.07,66.41,92,10.87,61.55,94
"2017-07-11 10:05:00-07",5.86,67.98,88,8.29,65.99,70,8.21,62.32,60
"2017-07-11 10:10:00-07",1.8,69.33,33,5.13,68.75,68,3.73,59.18,44
"2017-07-11 10:15:00-07",1.21,69.7,27,2.86,70.27,52,5.79,62.69,64
"2017-07-11 10:20:00-07",1.33,68.64,36,4.27,68.94,53,5.07,61.94,50
"2017-07-11 10:25:00-07",1.43,71.57,35,3.43,71.59,46,4.86,61.41,61
"2017-07-11 10:30:00-07",1.33,71.82,17,3.67,69.56,32,10.44,62.45,44
"2017-07-11 10:40:00-07",2.55,66.44,34,4,67.11,35,7.55,62.13,48
"2017-07-11 10:45:00-07",3.83,66.98,54,6.17,65.89,55,6.83,61.08,62
"2017-07-11 10:50:00-07",5.07,67.12,90,9.93,64.52,88,9.4,59.74,77
"2017-07-11 10:55:00-07",8.57,64.53,131,11,63.1,87,12.86,59.05,96
"2017-07-11 11:00:00-07",8.33,64.68,124,11.27,60.23,95,11.93,57.8,102
"2017-07-11 11:05:00-07",10.86,62.48,145,12.64,62.01,108,10.71,59.61,95
"2017-07-11 11:10:00-07",11,61.86,174,13.13,60.81,93,11.07,54.93,104
"2017-07-11 11:15:00-07",11.36,61.29,151,17.86,58.9,112,13.43,54.78,94
"2017-07-11 11:20:00-07",10.07,61.86,144,9.6,60.56,105,9.13,53.2,88
"2017-07-11 11:25:00-07",9.75,60.86,84,12.75,60.45,44,10.5,55.38,48
"2017-07-11 11:30:00-07",11.8,61.15,172,16.87,59.48,119,13.53,55.93,120
"2017-07-11 11:35:00-07",12.43,57.69,165,14,56.49,106,13.43,51.57,117
"2017-07-11 11:40:00-07",10.53,59.2,152,14.93,58.7,105,12.27,55.75,110
"2017-07-11 11:45:00-07",9.86,61.09,140,11.14,63,80,12,57.73,96
"2017-07-11 11:50:00-07",10.27,61.69,157,12.53,61.14,99,11.4,57.36,113
"2017-07-11 11:55:00-07",8.88,63.47,74,16.38,61.22,50,14.13,56.58,76
"2017-07-11 12:00:00-07",8.73,63.07,100,10.73,61.84,73,9.73,58.94,66
"2017-07-11 12:05:00-07",9.83,65.05,65,9.33,63.88,32,14.33,58.48,50
"2017-07-11 12:10:00-07",9.67,65.65,62,15.67,64.77,44,12,60,32
"2017-07-11 12:15:00-07",7.17,67.09,99,8.92,67.22,82,9.25,59.39,69
"2017-07-11 12:20:00-07",8.47,65.1,130,9.87,65.06,94,13.53,59.23,124
"2017-07-11 12:25:00-07",9.57,65.51,142,11.21,64.16,99,10.07,59.51,93
"2017-07-11 12:30:00-07",8.8,65.09,137,10.27,64.83,123,13.8,59.29,117
"2017-07-11 12:35:00-07",6.86,66.1,105,11.36,63.05,76,9.29,58.11,87
"2017-07-11 12:40:00-07",6.73,66.48,112,10.4,62.87,87,10.73,57.38,99
"2017-07-11 12:45:00-07",7,65.62,106,10,63.39,82,8.36,61.22,90
"2017-07-11 12:50:00-07",9.27,61.78,130,12.6,61.43,102,8.33,53.77,81
"2017-07-11 12:55:00-07",6.14,65.76,102,10.64,63.49,91,12.43,58.63,101
"2017-07-11 13:00:00-07",8.73,65.98,108,9.73,64.62,69,10.27,59.59,74
"2017-07-11 13:05:00-07",8.17,65.09,106,9.92,63.27,83,12.83,55.92,92
"2017-07-11 13:10:00-07",6.09,66.08,76,12.45,63.51,78,12.18,55.15,91
"2017-07-11 13:15:00-07",8.88,64.8,70,13.75,63.38,55,10,57.91,43
"2017-07-11 13:20:00-07",9.47,64.43,139,11.13,63.13,104,12.13,58.33,126
"2017-07-11 13:25:00-07",7.71,63.73,113,10.79,64.04,89,11.57,57.93,98
"2017-07-11 13:30:00-07",7.07,65.95,112,10.07,65.96,106,10.2,60.38,112
"2017-07-11 13:35:00-07",9.36,65.15,137,13,63.09,89,14.64,55.03,103
"2017-07-11 13:40:00-07",7.87,64.4,123,12.73,60.96,112,15,51.19,129
"2017-07-11 13:45:00-07",7.5,64.61,118,14.93,62.43,112,10.64,56.82,103
"2017-07-11 13:50:00-07",8.73,65.95,147,8.93,64.62,109,13,59.8,118
"2017-07-11 13:55:00-07",8.29,65.19,124,12.5,65.89,91,10.43,56.77,103
"2017-07-11 14:00:00-07",8.07,64.7,132,11.33,63.11,104,15.8,55.06,124
"2017-07-11 14:05:00-07",10.36,65.52,154,12.64,63.92,116,10.14,57.68,106
"2017-07-11 14:10:00-07",11.22,63.77,110,9.78,61.33,60,14.22,56.06,88
"2017-07-11 14:15:00-07",11.43,62.06,154,16.5,59.62,113,11.93,50.45,111
"2017-07-11 14:20:00-07",11,63.04,168,12.2,60.94,94,13.2,56.96,120
"2017-07-11 14:25:00-07",9.5,66.56,144,9.5,64.43,99,11.79,58.66,108
"2017-07-11 14:30:00-07",8.1,67.1,92,11.1,64.22,64,9.8,60.03,70
"2017-07-11 14:35:00-07",10.57,64.68,161,9.86,65.46,100,12,56.78,110
"2017-07-11 14:40:00-07",9.73,64.2,157,12.53,62.28,125,12.67,55.13,132
"2017-07-11 14:45:00-07",10.64,57.42,142,13.36,48.39,104,21.5,38.25,144
"2017-07-11 14:50:00-07",11,60.11,165,12.53,57.98,124,14.53,52.37,147
"2017-07-11 14:55:00-07",11.14,61.67,153,11.57,61.03,113,12.21,53.26,128
"2017-07-11 15:00:00-07",9.67,60.94,156,14,59.9,116,14.6,53.32,145
"2017-07-11 15:05:00-07",11.79,63.93,169,13.43,61.45,121,12.14,56.54,132
"2017-07-11 15:10:00-07",13,56.48,119,11.6,54.18,68,21,41.72,90
"2017-07-11 15:15:00-07",19.57,35.35,159,18.86,35.45,115,28.29,26.64,133
"2017-07-11 15:20:00-07",17.8,37.2,163,18.27,36.29,129,34.87,22.07,147
"2017-07-11 15:25:00-07",15.21,40.96,147,20.57,37.49,114,29.29,23.47,126
"2017-07-11 15:30:00-07",16.67,37.77,159,23.93,34.58,113,26.93,25.29,157
"2017-07-11 15:35:00-07",16.29,40.31,144,19.79,34.78,116,30,26.08,133
"2017-07-11 15:40:00-07",13.56,42.48,84,19.67,36.81,75,28.56,27.97,91
"2017-07-11 15:45:00-07",17.5,36.88,150,19.14,35.99,113,31.79,25.47,149
"2017-07-11 15:50:00-07",16.07,36.97,145,20.4,34.18,109,32.4,23.21,150
"2017-07-11 15:55:00-07",15,39.88,136,18.57,38.17,116,28,23.8,120
"2017-07-11 16:00:00-07",14.45,41.08,111,17,38.82,89,33.73,22.75,110
"2017-07-11 16:05:00-07",16.08,37.7,117,22.75,33.63,93,33.75,22.5,104
"2017-07-11 16:10:00-07",17.64,37.83,118,19,35.75,96,25.91,26.75,112
"2017-07-11 16:15:00-07",17.75,37.5,129,19,35.91,92,27.83,27.16,129
"2017-07-11 16:20:00-07",17.4,37.81,107,19.2,37.24,91,35.4,18.57,99
"2017-07-11 16:25:00-07",16.71,38.78,142,18.5,37.18,115,35.21,20.64,130
"2017-07-11 16:30:00-07",14.4,39.91,141,18.2,37.69,128,27.87,26.03,152
"2017-07-11 16:35:00-07",15.21,41.94,147,21.71,37.32,117,31.29,24.16,114
"2017-07-11 16:40:00-07",14.53,40.35,150,17.67,37.83,126,33.8,22.21,143
"2017-07-11 16:45:00-07",15.21,40.4,144,20.64,39.29,112,30.86,24.44,156
"2017-07-11 16:50:00-07",13.73,41.73,140,16.93,38.8,122,30.47,26.52,147
"2017-07-11 16:55:00-07",15.64,37.94,136,20.93,35.56,125,30.14,22.29,149
"2017-07-11 17:00:00-07",17.6,39.04,166,21.2,36.9,123,29.87,25.31,148
"2017-07-11 17:05:00-07",15.14,38.9,134,21.57,35.43,122,29,26.32,149
"2017-07-11 17:10:00-07",18.47,35.23,156,19.6,35.7,134,29.67,26.22,158
"2017-07-11 17:15:00-07",17,37.82,142,19.14,36.4,120,26.71,25.73,140
"2017-07-11 17:20:00-07",15.8,38,154,19.8,36.27,109,29.87,24.03,136
"2017-07-11 17:25:00-07",13.93,39.21,133,17.36,38.94,104,28.07,26.08,153
"2017-07-11 17:30:00-07",14.78,39.92,88,16.11,37.46,78,29.11,25.65,84
"2017-07-11 17:35:00-07",14.21,38.8,134,17.64,35.45,124,27.57,22.37,118
"2017-07-11 17:40:00-07",15.27,39.16,148,19.4,35.46,131,29.2,25.61,155
"2017-07-11 17:45:00-07",15.57,39.26,146,20.5,36.88,113,28.79,26.57,159
"2017-07-11 17:50:00-07",16,38.27,154,17.27,37.67,125,28.8,25.49,160
"2017-07-11 17:55:00-07",15.86,39.48,139,19.5,36.69,117,27.07,24.36,127
"2017-07-11 18:00:00-07",14.64,39.83,106,18.55,35.89,90,31.09,26.29,116
"2017-07-11 18:05:00-07",19,34.34,122,20.33,33.09,91,33.17,22.01,105
"2017-07-11 18:10:00-07",14.45,42.58,111,16.64,40.85,79,30.55,26.42,113
"2017-07-11 18:15:00-07",16.08,39.56,126,15.17,40.15,82,31.67,24.17,104
"2017-07-11 18:20:00-07",15.4,40.83,156,19.73,37.05,122,34.47,21.76,132
"2017-07-11 18:25:00-07",15.29,41.05,147,18.71,38.35,121,27.79,25.89,128
"2017-07-11 18:30:00-07",14.27,39.87,144,23.13,36.19,99,28.93,22.04,132
"2017-07-11 18:35:00-07",15.43,37.38,136,22.07,36.11,111,28.71,24.54,120
"2017-07-11 18:40:00-07",15.27,40.83,156,18.07,39.05,114,31.4,22.63,145
"2017-07-11 18:45:00-07",17.43,37.43,151,18.79,36.71,114,30.29,26.07,134
"2017-07-11 18:50:00-07",12.6,44.86,139,15.73,40.79,112,27.73,29.33,123
"2017-07-11 18:55:00-07",7.43,65.78,118,8.29,64.2,82,9.57,55.98,98
"2017-07-11 19:00:00-07",6.07,67.75,105,11.2,65.58,104,5.8,60.86,72
"2017-07-11 19:05:00-07",6.93,67.41,103,8.36,68.04,91,5.36,59.54,56
"2017-07-11 19:10:00-07",3.82,69.39,59,5.36,69.62,58,3.91,65.8,50
"2017-07-11 19:15:00-07",3.33,70.21,56,5,69.73,60,7.83,61.13,64
"2017-07-11 19:20:00-07",4.27,70.33,83,7.53,66.58,89,8.87,62.11,96
"2017-07-11 19:25:00-07",4.57,68.1,78,9.21,65.26,78,5.14,64.25,77
"2017-07-11 19:30:00-07",5.8,67.05,94,7.13,65.28,87,7.8,59.9,88
"2017-07-11 19:35:00-07",5.93,69.1,99,6.86,66.76,87,5.86,61.34,70
"2017-07-11 19:40:00-07",4.6,70.6,83,3.8,70.74,70,6.13,64.03,61
"2017-07-11 19:45:00-07",4.36,69.35,80,6,68.32,82,6.71,64.36,66
"2017-07-11 19:50:00-07",1.93,69.3,47,4.93,66.52,67,6.53,63.29,84
"2017-07-11 19:55:00-07",3.79,70.38,68,4,68.73,59,4.64,64.15,60
"2017-07-11 20:00:00-07",3.53,68.48,65,5.53,68.07,75,6.2,63.18,68
"2017-07-11 20:05:00-07",5.57,69.19,101,5.43,64.4,68,8.14,62.51,88
"2017-07-11 20:10:00-07",2.64,71.59,41,4,67.5,38,3.36,65.67,36
"2017-07-11 20:15:00-07",2.83,69.93,43,8,65.86,59,5,60.18,45
"2017-07-11 20:20:00-07",1.93,70.37,43,5.73,67.1,72,6.53,62.72,60
"2017-07-11 20:25:00-07",2.71,68.07,54,3.57,67.52,46,9.29,60.05,80
"2017-07-11 20:30:00-07",2.8,69.13,56,6.53,66.93,68,5.47,65.21,67
"2017-07-11 20:35:00-07",3.71,68.6,65,5,65.76,58,6.43,63.05,63
"2017-07-11 20:40:00-07",1.67,69.13,24,4.33,63.68,34,4.67,63.1,39
"2017-07-11 20:45:00-07",2.57,69.55,53,5.36,66.64,61,6.07,61.77,56
"2017-07-11 20:50:00-07",3.47,69.5,66,4.73,66.96,57,6.47,62.24,78
"2017-07-11 20:55:00-07",2.79,68.78,50,4.5,67.92,52,6.93,59.97,76
"2017-07-11 21:00:00-07",2.78,67.24,38,6.11,65.51,45,5.11,63.39,41
"2017-07-11 21:05:00-07",2.5,64.96,48,5,64.7,57,7.5,61.76,66
"2017-07-11 21:10:00-07",2.44,69.39,33,2.67,69.1,30,8.67,58.76,41
"2017-07-11 21:15:00-07",3.36,69.3,57,4.71,66.41,56,5.21,60.74,53
"2017-07-11 21:20:00-07",4.53,67.08,77,4.2,65.33,57,6.67,61.25,65
"2017-07-11 21:25:00-07",2.07,69.13,46,4.43,67.05,61,3.93,63.14,44
"2017-07-11 21:30:00-07",3.13,66.79,57,5.8,65.88,57,4.47,61.86,49
"2017-07-11 21:35:00-07",5.64,64.15,81,6.43,63.58,76,4.71,61.23,47
"2017-07-11 21:40:00-07",1.2,67.79,33,3,64.74,47,3.47,61.45,42
"2017-07-11 21:45:00-07",0.57,69.86,22,3,67.59,51,4.57,58.96,53
"2017-07-11 21:50:00-07",2.45,65.73,33,4.91,65.97,35,1.64,57.08,12
"2017-07-11 21:55:00-07",2,66.55,33,4.25,66.76,46,4.33,61.12,43
"2017-07-11 22:00:00-07",3.47,65.63,67,3.73,65.45,51,4.93,60.07,61
"2017-07-11 22:05:00-07",1.57,66.31,35,2.79,66.38,39,3.36,63.55,40
"2017-07-11 22:10:00-07",2.82,65.29,41,5.36,66.69,52,5.91,58.9,41
"2017-07-11 22:15:00-07",2.38,66.57,30,3.75,66.31,32,5.63,62.32,34
"2017-07-11 22:20:00-07",1.73,65.72,36,2.47,64,40,2.2,62.51,41
"2017-07-11 22:25:00-07",1.79,66.82,38,2.79,67.07,41,2.14,63.32,31
"2017-07-11 22:30:00-07",1.6,65.35,34,3.47,64.06,35,5.27,58.29,35
"2017-07-11 22:35:00-07",1.5,67.07,30,3.64,65.81,42,5.36,62.17,47
"2017-07-11 22:40:00-07",0.73,68.79,19,3,66.65,40,3.27,61.69,42
"2017-07-11 22:45:00-07",0.75,66.6,10,1.5,67.94,17,6.13,60.54,26
"2017-07-11 22:50:00-07",0.87,68.37,27,2.33,65.46,35,3.87,61.5,40
"2017-07-11 22:55:00-07",0.43,67.77,13,2.14,68.89,36,3,63.2,30
"2017-07-11 23:00:00-07",1.47,69.53,34,1.27,69.3,27,5.13,61.1,30
"2017-07-11 23:05:00-07",0.25,68,6,3,65.24,25,3.75,61.44,16
"2017-07-11 23:10:00-07",1.09,63.84,19,2.64,66.24,33,2.09,66.82,22
"2017-07-11 23:15:00-07",0.67,68.89,18,2,63.27,22,4.75,60.93,29
"2017-07-11 23:20:00-07",0.4,67.75,16,1.4,64.78,23,4.07,60.19,32
"2017-07-11 23:25:00-07",0.57,67.44,18,1.64,65.28,32,0.71,64.89,18
"2017-07-11 23:30:00-07",0.78,66,10,4.56,64.53,30,2.67,62,12
"2017-07-11 23:35:00-07",0.43,66.4,10,2,66.63,19,2.79,64,19
"2017-07-11 23:40:00-07",0.47,66.73,22,1.2,67,30,3.47,62.22,23
"2017-07-11 23:45:00-07",0.57,67.27,22,2.07,64.42,24,3.93,58.14,21
"2017-07-11 23:50:00-07",0.33,68.27,15,1.4,67.71,24,1.33,64.65,20
"2017-07-11 23:55:00-07",0.43,69.67,15,1.36,66.12,17,3.57,59.7,20
"2017-07-12 00:00:00-07",0.27,66.22,9,1.4,64.33,18,3.53,58.3,23
"2017-07-12 00:05:00-07",0.15,66.15,13,0.92,69.63,19,1.85,62.59,17
"2017-07-12 00:10:00-07",0.6,67,14,1.13,67.77,26,2.2,64.96,24
"2017-07-12 00:15:00-07",1.5,69,20,2.25,65.9,20,3.38,61.59,17
"2017-07-12 00:20:00-07",0.2,71,10,0.6,60.61,18,0.87,66.33,18
"2017-07-12 00:25:00-07",0.07,67,1,0.93,52,10,2.36,61.06,16
"2017-07-12 00:30:00-07",0.07,65,8,1.87,67.04,24,2.27,60.76,17
"2017-07-12 00:35:00-07",0.43,65.64,14,1.79,64.64,22,2.71,63.48,21
"2017-07-12 00:40:00-07",0.13,64.29,7,1.47,65.17,12,0.73,62.69,13
"2017-07-12 00:45:00-07",0.07,65.9,10,1.93,65.26,19,2.07,60.43,7
"2017-07-12 00:50:00-07",0.4,66,12,1.87,64.44,18,3.2,61.59,17
"2017-07-12 00:55:00-07",0.71,66.22,18,3.14,64.79,19,1.93,65.6,15
"2017-07-12 01:00:00-07",0.27,69.79,14,1.53,66.88,16,2.13,61.83,12
"2017-07-12 01:05:00-07",0,65.67,3,0.07,68.14,14,2,62.5,16
"2017-07-12 01:10:00-07",0.13,62,4,2.2,66.89,18,1.4,68.53,15
"2017-07-12 01:15:00-07",0.25,67,4,2.13,65.33,12,0.63,63.71,7
"2017-07-12 01:20:00-07",0,65.6,5,0.6,73.5,20,2.13,66.41,17
"2017-07-12 01:25:00-07",0,68,2,0.29,66.4,10,2.29,61.7,20
"2017-07-12 01:30:00-07",0.13,69.75,8,0.4,69.83,12,4.8,61.42,24
"2017-07-12 01:35:00-07",0,58.57,7,0.57,67.38,8,1.43,63.55,11
"2017-07-12 01:40:00-07",0,72.33,3,0.8,67.33,18,0,60,2
"2017-07-12 01:45:00-07",0,63,2,1.75,53.5,8,1.75,60.5,4
"2017-07-12 01:50:00-07",0.67,67.17,12,3.33,63.81,27,3.4,60.5,16
"2017-07-12 01:55:00-07",0.07,64.67,6,0.93,65,10,5,58.68,19
"2017-07-12 02:00:00-07",0,65.86,7,2,64.38,16,2.33,62,18
"2017-07-12 02:05:00-07",0,67.71,7,3.14,60,17,2.36,45.42,12
"2017-07-12 02:10:00-07",0,63.33,3,0.2,66.33,6,1.7,60.29,7
"2017-07-12 02:15:00-07",0.25,65,10,0.75,57,2,1.13,62,3
"2017-07-12 02:20:00-07",0.13,60.89,9,1.27,62,8,0.73,60.33,6
"2017-07-12 02:25:00-07",0.14,63.18,11,4.14,61.56,18,0.71,60.67,6
"2017-07-12 02:30:00-07",0,64,2,1.67,65.71,7,2,65,4
"2017-07-12 02:35:00-07",0,,0,1.79,59.82,11,2.36,59.75,8
"2017-07-12 02:40:00-07",0.22,65,4,0.89,64,4,0.44,60,4
"2017-07-12 02:45:00-07",0,,0,1.75,65.5,12,1,58.5,4
"2017-07-12 02:50:00-07",0.2,65,10,3,64.28,29,0.87,66.62,13
"2017-07-12 02:55:00-07",0,72.33,3,1.07,63,10,1.21,57.55,11
"2017-07-12 03:00:00-07",0,73,7,2,63.29,7,1.36,63.57,7
"2017-07-12 03:05:00-07",0,64.33,3,2.83,59.93,15,1.83,57.33,6
"2017-07-12 03:10:00-07",0.09,68.67,6,2.91,63.33,21,1.27,66,4
"2017-07-12 03:15:00-07",0,,0,0,,0,0,,0
"2017-07-12 03:20:00-07",4.4,37.82,17,12.8,21.85,26,12.47,19.53,19
"2017-07-12 03:25:00-07",0,64.2,5,3.07,63.56,18,3.07,60.77,13
"2017-07-12 03:30:00-07",0,76,2,0.93,67.69,13,2.47,55.11,18
